"Story","Title","Result","Date","Stability","Duration (s)"
"As a user, I want to log in to OpenCart to check different functionalities","Test the correct new account registration","SUCCESS","2024-04-05T10:39:31.0536506-05:00[America/Bogota]","0.0","55.17"
