"Story","Title","Result","Date","Stability","Duration (s)"
"As a user, I want to log in to OpenCart to check different functionalities","Add orders to cart","FAILURE","2024-04-01T15:49:20.42116-05:00[America/Bogota]","0.0","16.0"
