"Story","Title","Result","Date","Stability","Duration (s)"
"As a user, I want to log in to OpenCart to check different functionalities","Test the correct new account registration","FAILURE","2024-03-22T16:26:56.6234135-05:00[America/Bogota]","0.0","20.92"
