"Story","Title","Result","Date","Stability","Duration (s)"
"As a user, I want to log in to OpenCart to check different functionalities","Test the correct new account registration","ERROR","2024-03-22T16:23:54.5144359-05:00[America/Bogota]","0.0","93.58"
